n_provincia	n_partido	n_localidad	n_barrio	n_calle	n_numero	n_CP
BUENOS AIRES	HURLINGHAM	VILLA SANTOS TESEI		A MALASPINA	789	1688
BUENOS AIRES	SAN NICOLAS	SAN NICOLAS DE LOS ARROYOS	SAVIO	AV SAVIO	1115	2900
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	CERRITO	36	1010
BUENOS AIRES	TRES DE FEBRERO	CASEROS	PARTIDO 3 DE FEBRERO	MERLO ESTEBAN		
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		NUAEZ	4145	1430
NEUQUEN	CONFLUENCIA	NEUQUEN	LIMAY	CHANETON	1398	8300
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORRIENTES	848	1043
CORDOBA	CAPITAL	CORDOBA	GRAL PAZ	CATAMARCA	1341	5004
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	M PEDRAZA	5986	1431
CORDOBA	RIO CUARTO	RIO CUARTO	SANTA TEODORA	AV ESPAÑA	116	5800
BUENOS AIRES	ESCOBAR	BELEN DE ESCOBAR		AV E TAPIA DE CRUZ	341	1625
BUENOS AIRES	PILAR	PILAR		AVENIDA CARLOS PELLEGRINI		1629
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	TAGLE	2551	1425
BUENOS AIRES	LANUS	LANUS OESTE	VILLA INTERNACIONAL	YERBAL	3901	1824
ENTRE RIOS	SAN SALVADOR	SAN SALVADOR		DR M BELGRANO	74	3218
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORRIENTES	311	1043
SAN LUIS	CAPITAL	SAN LUIS		CHACABUCO	1360	5700
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	CAÑADA DE GOMEZ	1125	1408
SANTA FE	ROSARIO	ROSARIO	CENTRO	SALTA	1727	2000
BUENOS AIRES	LA MATANZA	VILLA LUZURIAGA		BASUALDO	1093	1754
BUENOS AIRES	CHIVILCOY	CHIVILCOY		PUEYRREDON	156	6620
BUENOS AIRES	ESCOBAR	BELEN DE ESCOBAR		AV PANAMERICANA		1625
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	COLEGIALES	AV CABILDO	466	1426
SANTA FE	ROSARIO	ROSARIO	FISHERTON	DOMINGO FRENCH	7640	2007
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	M UGARTE	2319	1428
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN TELMO	BALCARCE	773	1064
BUENOS AIRES	AVELLANEDA	AVELLANEDA		ALBERTI	1780	1870
CORDOBA	RIO CUARTO	RIO CUARTO	GENERAL PAZ	AV DR A SABATTINI	1945	5800
CORDOBA	CAPITAL	CORDOBA	PUEYRREDON	BUCHARDO	1580	5004
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	ACUÑA DE FIGUEROA	459	1180
BUENOS AIRES		RUTA 2		RUTA 205		1804
BUENOS AIRES	QUILMES	QUILMES OESTE		DR M CANE	3555	1879
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AYACUCHO	1767	1112
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	FRAY G ARREGUI	3839	1417
SAN LUIS	CAPITAL	SAN LUIS		LAS HERAS	434	5700
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	L MARECHAL	1270	1414
BUENOS AIRES	VICENTE LOPEZ	FLORIDA		GRAL JOSE MARIA PAZ	451	1602
TUCUMAN		MONTEROS		RUTA PROVINCIAL 324		4142
BUENOS AIRES		VILLA ADELINA		FRAY CAYETANO RODRIGUEZ	3858	1607
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LUGANO	AV CMTE L PIEDRABUENA	4040	1439
BUENOS AIRES	TIGRE	TIGRE		RUTA 26		1648
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV DEL LIBERTADOR	442	1001
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	JOSE OLAYA	1065	1405
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	URUGUAY	292	1015
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	JUNCAL	3409	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	CASTEX	3342	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	COGHLAN	DR P I RIVERA	3238	1428
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA LUGANO	CAÑADA DE GOMEZ	3825	1439
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	DR M BRAVO	24	1175
BUENOS AIRES	BAHIA BLANCA	BAHIA BLANCA	TIRO FEDERAL	DORREGO	555	8000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV DEL LIBERTADOR	836	1001
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AV INDEPENDENCIA	2207	1225
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PATERNAL	AV D ALVAREZ	2254	1416
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONTE CASTRO	B JUAREZ	2137	1407
BUENOS AIRES	VICENTE LOPEZ	OLIVOS		AV DEL LIBERTADOR	2740	1636
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AYACUCHO	1034	1111
SANTA FE	ROSARIO	ROSARIO	ALBERDI	CNEL L LUGONES	3750	2005
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	PUAN	433	1406
BUENOS AIRES	SAN ISIDRO	SAN ISIDRO		MAESTRO SUAREZ SANCHEZ	540	1642
BUENOS AIRES	SAN FERNANDO	SAN FERNANDO		GONZALEZ	1876	1646
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV CORDOBA	669	1054
SAN JUAN	CAPITAL	SAN JUAN		AV LIBERTADOR SAN MARTIN OESTE	1826	5400
RIO NEGRO	GENERAL ROCA	VILLA REGINA	MUNER	LAS HERAS	13	8336
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	SDO DE LA INDEPENDENCIA	1009	1426
MENDOZA	CAPITAL	MENDOZA		GRAL LAS HERAS	283	5500
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	AGRONOMIA	GRAL ALVAREZ CONDARCO	4064	1419
BUENOS AIRES	LANUS	LANUS OESTE	LANUS	AV PTE H YRIGOYEN	4404	1824
BUENOS AIRES	SAN FERNANDO	VICTORIA		AV PTE J D PERON	3499	1646
BUENOS AIRES	VICENTE LOPEZ	FLORIDA		ESCALADA DE SAN MARTIN	1576	1602
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	ANDALGALA	2217	1440
BUENOS AIRES	ARRECIFES	ARRECIFES		AVENIDA MOLINA	86	2740
CORDOBA			BARRIO PARQUE SAN ANTONIO	AVENIDA VALPARAISO	4912	5016
BUENOS AIRES	RAMALLO	VILLA RAMALLO		MANUEL J GUERRICO	142	2914
BUENOS AIRES	LA MATANZA	LOMAS DEL MIRADOR		A MOREAU DE JUSTO	3280	1752
CORDOBA	CAPITAL	CORDOBA	ALTO ALBERDI	CDORO P LUIS ZANNI	673	5003
FORMOSA		FORMOSA		ITURRIEL FILHO	880	3600
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	GRAL M DE AZCUENAGA	1363	1115
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	GRAL J A LAVALLEJA	274	1414
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	3 DE FEBRERO	2437	1428
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	OLIDEN	1276	1440
SALTA		SALTA		BELGRANO	876	4400
CORDOBA	RIO CUARTO	RIO CUARTO	INTENDENTE MOJICA	GRAL BUSTOS	875	5800
CHUBUT	FUTALEUFU	ESQUEL	MEDARDO MORELLI	AV AMEGHINO	1690	9200
BUENOS AIRES	SAN ISIDRO	BECCAR		ESTANISLAO ZEBALLOS	2739	1643
BUENOS AIRES	QUILMES	QUILMES		MATIENZO	967	1878
TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	CENTRO	PROVINCIA DE BUENOS AIRES	102	4000
TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	CIUDADELA	GRAL SIMON BOLIVAR	1833	4000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	25 DE MAYO	537	1002
CORDOBA	GENERAL SAN MARTIN	VILLA MARIA	ALMIRANTE BROWN	AV L N ALEM	845	5900
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV CORDOBA	859	1054
CORDOBA	CAPITAL	CORDOBA	NUEVA CORDOBA	INDEPENDENCIA	480	5000
CORRIENTES	CAPITAL	CORRIENTES	HIPODROMO	AV ARMENIA	3850	3400
BUENOS AIRES	GENERAL SAN MARTIN	JOSE LEON SUAREZ		DE LA CARCOVA	1236	1655
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOEDO	PUEBLO YAPEYU	821	1216
BUENOS AIRES	PEHUAJO	PEHUAJO		DR J B GOROSTIAGA	25	6450
SIN PROVINCIA		SIN LOCALIDAD		AVENIDA LAS HERAS	200	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PUERTO MADERO	A MOREAU DE JUSTO	550	1107
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE AVELLANEDA	F BILBAO	3737	1407
CORRIENTES	SANTO TOME	SANTO TOME		INDEPENDENCIA	846	3340
BUENOS AIRES	ESCOBAR	BELEN DE ESCOBAR	ALMAGRO	DR H TRAVI	548	1625
SIN PROVINCIA		SIN LOCALIDAD		CARRANZA	210	5147
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORRIENTES	1386	1043
TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	CENTRO	C ALVAREZ	671	4000
BUENOS AIRES	SAN ISIDRO	MARTINEZ		DR J JOSE PASO	276	1640
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	AVDA MANUEL BELGRANO	863	1092
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	PJE DR A H ROFFO	7005	1408
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	MAIPU	696	1006
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	PTE M T DE ALVEAR	2331	1122
SALTA	CAPITAL	SALTA		SAN MARTIN	51	4400
BUENOS AIRES	LA PLATA	LA PLATA	CENTRO	DIAGONAL 74	1248	1900
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHACABUCO	AV ASAMBLEA	1128	1406
CORDOBA	CAPITAL	CORDOBA	ALTA CORDOBA	PJE A PACHECO	229	5001
CHUBUT	FUTALEUFU	ESQUEL	CENTRO	RIVADAVIA	1187	9200
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA SANTA RITA	E GONZALEZ	3529	1407
BUENOS AIRES	LANUS	GERLI	VILLA FISHER	SANTIAGO DEL ESTERO	819	1824
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	CARACAS	2536	1417
BUENOS AIRES	LOMAS DE ZAMORA	VILLA FIORITO		CAMPANA	1290	1828
NEUQUEN	LACAR	SAN MARTIN DE LOS ANDES		LOS CIPRESES	1850	8370
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORRIENTES	1372	1043
CORDOBA		GENERAL LEVALLE		ZONA RURAL		6132
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV L N ALEM	668	1001
BUENOS AIRES	LA MATANZA	RAMOS MEJIA		AV GAONA	2293	1704
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	AV DR N AVELLANEDA	2955	1406
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	MAIPU	215	1084
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA GENERAL MITRE	SAN BLAS	2458	1416
MENDOZA		VILLA NUEVA DE GUAYMALLEN		SAN LORENZO	400	5521
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUÑEZ	M PEDRAZA	2100	1429
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PUERTO MADERO	A MOREAU DE JUSTO	400	1107
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		GRAN CANARIA	3010	1878
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	SALTA	1629	1137
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORDOBA	838	1054
BUENOS AIRES	VICENTE LOPEZ	VILLA MARTELLI		GRAL LAS HERAS	3890	1603
BUENOS AIRES	LA PLATA	LA PLATA		148		1900
BUENOS AIRES	AVELLANEDA	AVELLANEDA		ESPAÑA	381	1870
BUENOS AIRES	SAN ISIDRO	BOULOGNE SUR MER		INDEPENDENCIA	252	1609
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES		DR L DE LA TORRE	80	1408
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	AV DR JUAN BAUTISTA JUSTO	2819	1414
CORRIENTES	GOYA	GOYA		AV GRAL J DE MADARIAGA	29	3450
BUENOS AIRES	OLAVARRIA	OLAVARRIA	SAN VICENTE	GIOVANELLI	2847	7400
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	PERU	359	1067
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA URQUIZA	HOLMBERG	2325	1430
BUENOS AIRES	AVELLANEDA	AVELLANEDA		AV PRES BARTOLOME MITRE	1115	1870
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	RECONQUISTA	672	1003
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	PEÑA	2595	1425
MENDOZA	MAIPU	GENERAL GUTIERREZ		GRAL GUEMES	90	5511
BUENOS AIRES	JUNIN	JUNIN	CENTRO	RIVADAVIA	201	6000
BUENOS AIRES	SAN FERNANDO	VICTORIA		BERUTI	3475	1644
SANTA FE	ROSARIO	ROSARIO	LISANDRO DE LA TORRE	AV J B ALBERDI BIS	602	2013
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		VIALE LUIS	3348	1416
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES				
SANTA FE	SAN JUSTO	SAN JUSTO	CENTRO	CNO SAN ROQUE	2098	3040
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	PILAR	1281	1440
CORDOBA	CRUZ DEL EJE	CRUZ DEL EJE		SOLD J ROMERO	790	5280
SAN JUAN		SAN JUAN		SEGUNDINO NAVARRO	1390	5400
BUENOS AIRES	TIGRE	GENERAL PACHECO		AV DE LOS CONSTITUYENTES	3124	1617
BUENOS AIRES	SAN ISIDRO	MARTINEZ		PTE H YRIGOYEN	2020	1640
SANTIAGO DEL ESTERO		QUIMILI		AVENIDA SAN MARTIN		3740
SANTA FE	ROSARIO	ROSARIO	CENTRO	CORRIENTES	241	2000
BUENOS AIRES	MORON	MORON		CORDOBA	1205	1708
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PUERTO MADERO	A MOREAU DE JUSTO	50	1107
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	AV CALLAO	1062	1023
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA CRESPO	TRES ARROYOS	804	1416
BUENOS AIRES	SAN ISIDRO	SAN ISIDRO		MONSEAOR ALBERTI	656	1642
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	JOSE ENRIQUE RODO	6142	1440
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	LASCANO	2281	1416
SANTA FE	ROSARIO	ROSARIO	ALVEAR	GDOR D CRESPO	3742	2004
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	SAN MARTIN	617	1004
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	RIO DE JANEIRO	633	1405
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	J OTAMENDI	215	1405
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MATADEROS	CAÑADA DE GOMEZ	1980	1440
SAN LUIS	CAPITAL	SAN LUIS		HONDURAS	1518	5700
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	AV CORDOBA	1540	1055
BUENOS AIRES	CAÑUELAS	CAÑUELAS		JOHN KENNEDY	160	1814
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA GENERAL MITRE	GRAL JOSE G ARTIGAS	2052	1416
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BOEDO	COCHABAMBA	3771	1252
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN TELMO	AV INDEPENDENCIA	556	1099
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN LAVALLE	442	1047
SALTA	CAPITAL	SALTA	VILLA SAN ANTONIO	CORRIENTES	870	4400
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV CORDOBA	679	1054
JUJUY	SAN PEDRO	SAN PEDRO		CHILE	92	4500
BUENOS AIRES	LA MATANZA	RAMOS MEJIA		CORONEL ALENDE	141	1704
MISIONES	SAN IGNACIO	JARDIN AMERICA		VENEZUELA	793	3328
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BELGRANO	MONROE	2630	1428
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	BENJAMIN FRANKLIN	659	1405
TUCUMAN	CAPITAL	SAN MIGUEL DE TUCUMAN	SUR	24 DE SEPTIEMBRE	1030	4000
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUÑEZ	SOLD MANZANARES	1831	1429
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	MONSERRAT	DR M MORENO	680	1091
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	URUGUAY	469	1015
SAN LUIS	JUNIN	MERLO		AV DEL SOL	1	5881
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	I PIERES	424	1408
CORDOBA	CAPITAL	CORDOBA	RIVADAVIA	PATQUIA	2242	5014
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	AV CORDOBA	2756	1187
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CHACARITA	AV C FOREST	396	1427
CAPITAL FEDERAL		CIUDAD AUTONOMA BUENOS AIRES		HIPOLITO IRIGOYEN	8229	1832
CORDOBA	CAPITAL	CORDOBA	HOGAR PROPIO	ACHUPALLAS	248	5004
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BALVANERA	DR M MORENO	2531	1094
MENDOZA	CAPITAL	MENDOZA		CNEL PLAZA	446	5500
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	LINIERS	PJE C ENCINA	681	1408
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	GRAL JUAN LAVALLE	1125	1048
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RECOLETA	PTE M T DE ALVEAR	1526	1060
BUENOS AIRES	VICENTE LOPEZ	VILLA MARTELLI		VENEZUELA	4339	1603
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	BARRACAS	AV MONTES DE OCA	27	1270
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	NUEVA POMPEYA	JOSE CAMILO PAZ	3675	1437
BUENOS AIRES	VICENTE LOPEZ	CARAPACHAY		DR L MARIA DRAGO	5681	1605
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	ALMAGRO	AV CORRIENTES	4668	1195
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PARQUE CHACABUCO	DEL BARCO CENTENERA	1052	1424
ENTRE RIOS	PARANA	PARANA	LEANDRO ALEM	SAN JUAN	673	3100
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV L N ALEM	855	1001
CHUBUT	FUTALEUFU	ESQUEL	CENTRO	SAN MARTIN	948	9200
BUENOS AIRES	ALMIRANTE BROWN	MALVINAS ARGENTINAS		J M SERRANO	494	1846
CORDOBA		VILLA CARLOS PAZ		CHACABUCO	1792	5152
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	RETIRO	AV PRES MANUEL QUINTANA	49	1014
CORDOBA	RIO CUARTO	RIO CUARTO	CENTRO	25 DE MAYO	273	5800
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORES	AV GAONA	3020	1416
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	CASTEX	3315	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	CACHIMAYO	168	1424
BUENOS AIRES	VICENTE LOPEZ	FLORIDA		AV GRAL SAN MARTIN	2738	1602
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	SAN NICOLAS	RECONQUISTA	266	1003
SANTA FE	ROSARIO	ROSARIO	ALBERDI	AV R NUÑEZ	602	2005
MENDOZA	CAPITAL	MENDOZA		PRES BERNARDINO RIVADAVIA	609	5500
CORDOBA		ARGUELLO LOURDES		MANZANA 10 CASA 4 S/N		5021
BUENOS AIRES	BOLIVAR	BOLIVAR		AV PRES BARTOLOME MITRE	374	6550
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA DEL PARQUE	CAMPANA	2632	1417
SALTA		SAN RAMON DE LA NUEVA ORAN		SARMIENTO		4530
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	PALERMO	SILVIO L RUGGIERI	2794	1425
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CABALLITO	CAMPICHUELO	227	1405
SANTA CRUZ	DESEADO	LAS HERAS		DR F AMEGHINO	355	9017
CATAMARCA				ROJAS	166	4700
SAN LUIS	CAPITAL	SAN LUIS		AV ARISTOBULO DEL VALLE	1284	5700
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	FLORESTA	DOLORES	67	1407
MENDOZA	GODOY CRUZ	GODOY CRUZ		CHUQUISACA	200	5501
SANTA FE	ROSARIO	ROSARIO	DEL ABASTO	LA PAZ	1771	2000
SAN JUAN		SANTA LUCIA		LOS ALMENDROS ESTE	2402	5411
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	CONSTITUCION	SANTIAGO DEL ESTERO	1575	1136
MENDOZA	GODOY CRUZ	GODOY CRUZ	CENTRO SUD OESTE	A CERETTI	229	5501
BUENOS AIRES	SAN ISIDRO	SAN ISIDRO		GRAL O HIGGINS	530	1642
MENDOZA	GODOY CRUZ	GODOY CRUZ		AV GRAL SAN MARTIN	778	5501
CAPITAL FEDERAL	CAPITAL FEDERAL	CIUDAD AUTONOMA BUENOS AIRES	VILLA GENERAL MITRE	AV GAONA	3131	1416
BUENOS AIRES	ITUZAINGO	ITUZAINGO	9 DE SETIEMBRE	LOS MAYAS	1693	1714
NEUQUEN	CONFLUENCIA	NEUQUEN	VILLA FLORENCIA	PASO DE LOS INDIOS	566	8300
SANTA FE	CASEROS	LOS QUIRQUINCHOS		MITRE		2637
